site,lat,long,day,month,year,dive_team,time,survey_time,species,arm_type,arm_number,substrate,depth_m,feeding,colour
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,5.5,F,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,6.1,F,R
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,6.1,F,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,7,F,R
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,7,F,M
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,7,F,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,7,F,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,5.8,F,R
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,6.4,F,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,abnormal,6,R,6.4,NF,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,5.8,NF,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,C,7,NF,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,4.6,F,D
Wizard_North,48°51.501' N ,125°9.629' W,9,6,2022,AvrilJeremy,1557,39,bat,normal,5,R,4.3,F,D
